epoch_time,chia_farmed,num_plots,plots_size_PiB,net_size_PiB,win_prob
1621356901,0.0,164,.015853515625000,6537.419,.000002425041996
1621357201,0.0,164,.015853515625000,6535.307,.000002425825691
1621357501,0.0,164,.015853515625000,6547.978,.000002421131473
1621357801,0.0,164,.015853515625000,6548.206,.000002421047173
1621358101,0.0,164,.015853515625000,6543.778,.000002422685431
1621358401,0.0,164,.015853515625000,6528.604,.000002428316317
1621358701,0.0,164,.015853515625000,6534.472,.000002426135673
1621359001,0.0,164,.015853515625000,6533.353,.000002426551209
1621359301,0.0,164,.015853515625000,6533.673,.000002426432364
1621359601,0.0,164,.015853515625000,6530.222,.000002427714651
1621359901,0.0,164,.015853515625000,6531.989,.000002427057918
1621360201,0.0,164,.015853515625000,6527.775,.000002428624703
1621360501,0.0,164,.015853515625000,6515.084,.000002433355521
1621360801,0.0,164,.015853515625000,6519.677,.000002431641264
1621361101,0.0,164,.015853515625000,6515.315,.000002433269247
1621361401,0.0,164,.015853515625000,6508.187,.000002435934250
1621361701,0.0,164,.015853515625000,6504.207,.000002437424827
1621362001,0.0,164,.015853515625000,6499.122,.000002439331901
1621362301,0.0,164,.015853515625000,6492.506,.000002441817631
1621362601,0.0,164,.015853515625000,6495.368,.000002440741713
1621362901,0.0,164,.015853515625000,6503.309,.000002437761395
1621363201,0.0,164,.015853515625000,6490.514,.000002442567048
1621363501,0.0,164,.015853515625000,6510.138,.000002435204234
1621363801,0.0,164,.015853515625000,6506.894,.000002436418301
1621364101,0.0,164,.015853515625000,6514.451,.000002433591967
1621364401,0.0,164,.015853515625000,6511.758,.000002434598402
1621364701,0.0,164,.015853515625000,6511.649,.000002434639155
1621365001,0.0,164,.015853515625000,6516.246,.000002432921597
1621365301,0.0,164,.015853515625000,6518.400,.000002432117640
1621365601,0.0,164,.015853515625000,6533.952,.000002426328755
1621365901,0.0,164,.015853515625000,6536.833,.000002425259391
1621366201,0.0,164,.015853515625000,6533.099,.000002426645551
1621366501,0.0,164,.015853515625000,6543.776,.000002422686171
1621366801,0.0,164,.015853515625000,6534.229,.000002426225898
1621367101,0.0,164,.015853515625000,6535.291,.000002425831630
1621367401,0.0,164,.015853515625000,6524.531,.000002429832217
1621367701,0.0,164,.015853515625000,6522.835,.000002430463996
1621368001,0.0,164,.015853515625000,6526.571,.000002429072728
1621368301,0.0,164,.015853515625000,6530.863,.000002427476372
1621368601,0.0,164,.015853515625000,6537.093,.000002425162931
1621368901,0.0,164,.015853515625000,6537.099,.000002425160705
1621369201,0.0,164,.015853515625000,6544.113,.000002422561411
1621369501,0.0,164,.015853515625000,6533.480,.000002426504041
1621369801,0.0,164,.015853515625000,6551.030,.000002420003514
1621370101,0.0,164,.015853515625000,6569.496,.000002413201199
1621370401,0.0,164,.015853515625000,6560.799,.000002416400140
1621370701,0.0,164,.015853515625000,6561.816,.000002416025628
1621371001,0.0,164,.015853515625000,6563.688,.000002415336564
1621371301,0.0,164,.015853515625000,6566.801,.000002414191571
1621371601,0.0,164,.015853515625000,6562.412,.000002415806204
1621371901,0.0,164,.015853515625000,6574.520,.000002411357121
1621372201,0.0,164,.015853515625000,6584.602,.000002407664977
1621372501,0.0,164,.015853515625000,6578.948,.000002409734143
1621372801,0.0,164,.015853515625000,6589.203,.000002405983792
1621373101,0.0,164,.015853515625000,6614.371,.000002396828908
1621373401,0.0,164,.015853515625000,6621.722,.000002394168106
1621373701,0.0,164,.015853515625000,6608.281,.000002399037756
1621374001,0.0,165,.015950195312500,6609.468,.000002413234365
1621374301,0.0,165,.015950195312500,6606.891,.000002414175640
1621374601,0.0,165,.015950195312500,6612.629,.000002412080779
1621374901,0.0,165,.015950195312500,6619.148,.000002409705193
1621375201,0.0,165,.015950195312500,6612.085,.000002412279230
1621375501,0.0,165,.015950195312500,6631.843,.000002405092417
1621375801,0.0,165,.015950195312500,6638.972,.000002402509803
1621376101,0.0,165,.015950195312500,6631.465,.000002405229509
1621376401,0.0,165,.015950195312500,6626.826,.000002406913251
1621376701,0.0,165,.015950195312500,6621.643,.000002408797229
1621377001,0.0,165,.015950195312500,6617.756,.000002410212058
1621377301,0.0,165,.015950195312500,6641.457,.000002401610868
1621377601,0.0,168,.016240234375000,6631.140,.000002449086337
1621377901,0.0,168,.016240234375000,6634.425,.000002447873685
1621378201,0.0,168,.016240234375000,6656.151,.000002439883706
1621378501,0.0,168,.016240234375000,6657.203,.000002439498145
1621378801,0.0,168,.016240234375000,6647.908,.000002442909013
1621379101,0.0,168,.016240234375000,6633.846,.000002448087335
1621379401,0.0,168,.016240234375000,6635.301,.000002447550514
1621379701,0.0,168,.016240234375000,6645.981,.000002443617334
1621380001,0.0,169,.016336914062500,6644.798,.000002458602061
